PROVIDERID,DAYOFWEEK,SLOTSTARTTIME,SLOTENDTIME
277,3,15:15:00,15:30:00
277,3,15:30:00,15:45:00
277,3,15:45:00,16:00:00
277,3,16:00:00,16:15:00
277,3,16:15:00,16:30:00
277,3,16:30:00,16:45:00
277,3,16:45:00,17:00:00
277,4,08:00:00,08:15:00
277,4,08:15:00,08:30:00
277,4,08:30:00,08:45:00
277,4,08:45:00,09:00:00
277,4,09:00:00,09:15:00
277,4,09:15:00,09:30:00
277,4,09:30:00,09:45:00
277,4,09:45:00,10:00:00
277,4,10:00:00,10:15:00
277,4,10:15:00,10:30:00
277,4,10:30:00,10:45:00
277,4,10:45:00,11:00:00
277,4,11:00:00,11:15:00
277,4,11:15:00,11:30:00
277,4,11:30:00,11:45:00
277,4,11:45:00,12:00:00
277,4,12:00:00,12:15:00
277,4,12:15:00,12:30:00
277,4,12:30:00,12:45:00
277,4,12:45:00,13:00:00
277,4,13:00:00,13:15:00
277,4,13:15:00,13:30:00
277,4,13:30:00,13:45:00
277,4,13:45:00,14:00:00
277,4,14:00:00,14:15:00
277,4,14:15:00,14:30:00
277,4,14:30:00,14:45:00
277,4,14:45:00,15:00:00
277,4,15:00:00,15:15:00
277,4,15:15:00,15:30:00
277,4,15:30:00,15:45:00
277,4,15:45:00,16:00:00
277,4,16:00:00,16:15:00
277,4,16:15:00,16:30:00
277,4,16:30:00,16:45:00
277,4,16:45:00,17:00:00
277,5,08:00:00,08:15:00
277,5,08:15:00,08:30:00
277,5,08:30:00,08:45:00
277,5,08:45:00,09:00:00
277,5,09:00:00,09:15:00
277,5,09:15:00,09:30:00
277,5,09:30:00,09:45:00
277,5,09:45:00,10:00:00
277,5,10:00:00,10:15:00
277,5,10:15:00,10:30:00
277,5,10:30:00,10:45:00
277,5,10:45:00,11:00:00
277,5,11:00:00,11:15:00
277,5,11:15:00,11:30:00
277,5,11:30:00,11:45:00
277,5,11:45:00,12:00:00
277,5,12:00:00,12:15:00
277,5,12:15:00,12:30:00
277,5,12:30:00,12:45:00
277,5,12:45:00,13:00:00
277,5,13:00:00,13:15:00
277,5,13:15:00,13:30:00
277,5,13:30:00,13:45:00
277,5,13:45:00,14:00:00
277,5,14:00:00,14:15:00
277,5,14:15:00,14:30:00
277,5,14:30:00,14:45:00
277,5,14:45:00,15:00:00
277,5,15:00:00,15:15:00
277,5,15:15:00,15:30:00
277,5,15:30:00,15:45:00
277,5,15:45:00,16:00:00
277,5,16:00:00,16:15:00
277,5,16:15:00,16:30:00
277,5,16:30:00,16:45:00
277,5,16:45:00,17:00:00
277,6,08:00:00,08:15:00
277,6,08:15:00,08:30:00
277,6,08:30:00,08:45:00
277,6,08:45:00,09:00:00
277,6,09:00:00,09:15:00
277,6,09:15:00,09:30:00
277,6,09:30:00,09:45:00
277,6,09:45:00,10:00:00
277,6,10:00:00,10:15:00
277,6,10:15:00,10:30:00
277,6,10:30:00,10:45:00
277,6,10:45:00,11:00:00
277,6,11:00:00,11:15:00
277,6,11:15:00,11:30:00
277,6,11:30:00,11:45:00
277,6,11:45:00,12:00:00
277,6,12:00:00,12:15:00
277,6,12:15:00,12:30:00
277,6,12:30:00,12:45:00
277,6,12:45:00,13:00:00
277,6,13:00:00,13:15:00
277,6,13:15:00,13:30:00
277,6,13:30:00,13:45:00
277,6,13:45:00,14:00:00
277,6,14:00:00,14:15:00
277,6,14:15:00,14:30:00
277,6,14:30:00,14:45:00
277,6,14:45:00,15:00:00
277,6,15:00:00,15:15:00
277,6,15:15:00,15:30:00
277,6,15:30:00,15:45:00
277,6,15:45:00,16:00:00
277,6,16:00:00,16:15:00
277,6,16:15:00,16:30:00
277,6,16:30:00,16:45:00
277,6,16:45:00,17:00:00
276,6,13:00:00,13:15:00
276,6,13:15:00,13:30:00
276,6,13:30:00,13:45:00
276,6,13:45:00,14:00:00
276,6,14:00:00,14:15:00
276,6,14:15:00,14:30:00
276,6,14:30:00,14:45:00
276,6,14:45:00,15:00:00
273,2,08:00:00,08:15:00
273,2,08:15:00,08:30:00
273,2,08:30:00,08:45:00
273,2,08:45:00,09:00:00
273,2,09:00:00,09:15:00
273,2,09:15:00,09:30:00
273,2,09:30:00,09:45:00
273,2,09:45:00,10:00:00
273,2,10:00:00,10:15:00
273,2,10:15:00,10:30:00
273,2,10:30:00,10:45:00
273,2,10:45:00,11:00:00
273,2,11:00:00,11:15:00
273,2,11:15:00,11:30:00
273,2,11:30:00,11:45:00
273,2,11:45:00,12:00:00
273,2,12:00:00,12:15:00
273,2,12:15:00,12:30:00
273,2,12:30:00,12:45:00
273,2,12:45:00,13:00:00
273,2,13:00:00,13:15:00
273,2,13:15:00,13:30:00
273,2,13:30:00,13:45:00
273,2,13:45:00,14:00:00
273,2,14:00:00,14:15:00
273,2,14:15:00,14:30:00
273,2,14:30:00,14:45:00
273,2,14:45:00,15:00:00
273,2,15:00:00,15:15:00
273,2,15:15:00,15:30:00
273,2,15:30:00,15:45:00
273,2,15:45:00,16:00:00
273,3,08:00:00,08:15:00
273,3,08:15:00,08:30:00
273,3,08:30:00,08:45:00
273,3,08:45:00,09:00:00
273,3,09:00:00,09:15:00
273,3,09:15:00,09:30:00
273,3,09:30:00,09:45:00
273,3,09:45:00,10:00:00
273,3,10:00:00,10:15:00
273,3,10:15:00,10:30:00
273,3,10:30:00,10:45:00
273,3,10:45:00,11:00:00
273,3,11:00:00,11:15:00
273,3,11:15:00,11:30:00
273,3,11:30:00,11:45:00
273,3,11:45:00,12:00:00
273,3,12:00:00,12:15:00
273,3,12:15:00,12:30:00
273,3,12:30:00,12:45:00
273,3,12:45:00,13:00:00
273,3,13:00:00,13:15:00
273,3,13:15:00,13:30:00
273,3,13:30:00,13:45:00
273,3,13:45:00,14:00:00
273,3,14:00:00,14:15:00
273,3,14:15:00,14:30:00
273,3,14:30:00,14:45:00
273,3,14:45:00,15:00:00
273,3,15:00:00,15:15:00
273,3,15:15:00,15:30:00
273,3,15:30:00,15:45:00
273,3,15:45:00,16:00:00
273,5,08:00:00,08:15:00
273,5,08:15:00,08:30:00
273,5,08:30:00,08:45:00
273,5,08:45:00,09:00:00
273,5,09:00:00,09:15:00
273,5,09:15:00,09:30:00
273,5,09:30:00,09:45:00
273,5,09:45:00,10:00:00
273,5,10:00:00,10:15:00
273,5,10:15:00,10:30:00
273,5,10:30:00,10:45:00
273,5,10:45:00,11:00:00
273,5,11:00:00,11:15:00
273,5,11:15:00,11:30:00
273,5,11:30:00,11:45:00
273,5,11:45:00,12:00:00
273,5,12:00:00,12:15:00
273,5,12:15:00,12:30:00
273,5,12:30:00,12:45:00
273,5,12:45:00,13:00:00
273,5,13:00:00,13:15:00
273,5,13:15:00,13:30:00
273,5,13:30:00,13:45:00
273,5,13:45:00,14:00:00
273,5,14:00:00,14:15:00
273,5,14:15:00,14:30:00
273,5,14:30:00,14:45:00
273,5,14:45:00,15:00:00
273,5,15:00:00,15:15:00
273,5,15:15:00,15:30:00
273,5,15:30:00,15:45:00
273,5,15:45:00,16:00:00
271,5,08:00:00,08:15:00
271,5,08:15:00,08:30:00
271,5,08:30:00,08:45:00
271,5,08:45:00,09:00:00
271,5,09:00:00,09:15:00
271,5,09:15:00,09:30:00
271,5,09:30:00,09:45:00
271,5,09:45:00,10:00:00
271,5,10:00:00,10:15:00
271,5,10:15:00,10:30:00
271,5,13:00:00,13:15:00
271,5,13:15:00,13:30:00
271,5,13:30:00,13:45:00
271,5,13:45:00,14:00:00
271,5,14:00:00,14:15:00
271,5,14:15:00,14:30:00
271,5,14:30:00,14:45:00
271,5,14:45:00,15:00:00
271,5,15:00:00,15:15:00
271,5,15:15:00,15:30:00
271,5,15:30:00,15:45:00
271,5,15:45:00,16:00:00
270,2,10:00:00,10:20:00
270,2,10:20:00,10:40:00
270,2,10:40:00,11:00:00
270,2,11:00:00,11:20:00
270,2,11:20:00,11:40:00
270,2,11:40:00,12:00:00
270,2,12:00:00,12:20:00
270,2,12:20:00,12:40:00
270,2,12:40:00,13:00:00
270,2,13:00:00,13:20:00
270,2,13:20:00,13:40:00
270,2,13:40:00,14:00:00
270,2,14:00:00,14:20:00
270,2,14:20:00,14:40:00
270,2,14:40:00,15:00:00
270,2,15:00:00,15:20:00
270,2,15:20:00,15:40:00
270,2,15:40:00,16:00:00
270,2,16:00:00,16:20:00
270,2,16:20:00,16:40:00
270,2,16:40:00,17:00:00
270,3,10:00:00,10:20:00
270,3,10:20:00,10:40:00
270,3,10:40:00,11:00:00
270,3,11:00:00,11:20:00
270,3,11:20:00,11:40:00
270,3,11:40:00,12:00:00
270,3,12:00:00,12:20:00
270,3,12:20:00,12:40:00
270,3,12:40:00,13:00:00
270,3,13:00:00,13:20:00
270,3,13:20:00,13:40:00
270,3,13:40:00,14:00:00
270,3,14:00:00,14:20:00
270,3,14:20:00,14:40:00
270,3,14:40:00,15:00:00
270,3,15:00:00,15:20:00
270,3,15:20:00,15:40:00
270,3,15:40:00,16:00:00
270,3,16:00:00,16:20:00
270,3,16:20:00,16:40:00
270,3,16:40:00,17:00:00
270,4,10:00:00,10:20:00
270,4,10:20:00,10:40:00
270,4,10:40:00,11:00:00
270,4,11:00:00,11:20:00
270,4,11:20:00,11:40:00
270,4,11:40:00,12:00:00
270,4,12:00:00,12:20:00
270,4,12:20:00,12:40:00
270,4,12:40:00,13:00:00
270,4,13:00:00,13:20:00
270,4,13:20:00,13:40:00
270,4,13:40:00,14:00:00
270,4,14:00:00,14:20:00
270,4,14:20:00,14:40:00
270,4,14:40:00,15:00:00
270,4,15:00:00,15:20:00
270,4,15:20:00,15:40:00
270,4,15:40:00,16:00:00
270,4,16:00:00,16:20:00
270,4,16:20:00,16:40:00
270,4,16:40:00,17:00:00
270,5,10:00:00,10:20:00
270,5,10:20:00,10:40:00
270,5,10:40:00,11:00:00
270,5,11:00:00,11:20:00
270,5,11:20:00,11:40:00
270,5,11:40:00,12:00:00
270,5,12:00:00,12:20:00
270,5,12:20:00,12:40:00
270,5,12:40:00,13:00:00
270,5,13:00:00,13:20:00
270,5,13:20:00,13:40:00
270,5,13:40:00,14:00:00
270,5,14:00:00,14:20:00
270,5,14:20:00,14:40:00
270,5,14:40:00,15:00:00
270,5,15:00:00,15:20:00
270,5,15:20:00,15:40:00
270,5,15:40:00,16:00:00
270,5,16:00:00,16:20:00
270,5,16:20:00,16:40:00
270,5,16:40:00,17:00:00
270,6,10:00:00,10:20:00
270,6,10:20:00,10:40:00
270,6,10:40:00,11:00:00
264,2,08:00:00,08:20:00
264,2,08:20:00,08:40:00
264,2,08:40:00,09:00:00
264,2,09:00:00,09:20:00
264,2,09:20:00,09:40:00
264,2,09:40:00,10:00:00
264,2,10:00:00,10:20:00
264,2,10:20:00,10:40:00
264,2,10:40:00,11:00:00
264,2,11:00:00,11:20:00
264,2,11:20:00,11:40:00
264,2,11:40:00,12:00:00
264,2,12:00:00,12:20:00
264,2,12:20:00,12:40:00
264,2,12:40:00,13:00:00
264,2,13:00:00,13:20:00
264,2,13:20:00,13:40:00
264,2,13:40:00,14:00:00
264,2,14:00:00,14:20:00
264,2,14:20:00,14:40:00
264,2,14:40:00,15:00:00
264,3,08:00:00,08:20:00
264,3,08:20:00,08:40:00
264,3,08:40:00,09:00:00
264,3,09:00:00,09:20:00
264,3,09:20:00,09:40:00
264,3,09:40:00,10:00:00
264,3,10:00:00,10:20:00
264,3,10:20:00,10:40:00
264,3,10:40:00,11:00:00
264,3,11:00:00,11:20:00
264,3,11:20:00,11:40:00
264,3,11:40:00,12:00:00
264,3,12:00:00,12:20:00
264,3,12:20:00,12:40:00
264,3,12:40:00,13:00:00
264,3,13:00:00,13:20:00
264,3,13:20:00,13:40:00
264,3,13:40:00,14:00:00
264,3,14:00:00,14:20:00
264,3,14:20:00,14:40:00
264,3,14:40:00,15:00:00
264,4,08:00:00,08:20:00
264,4,08:20:00,08:40:00
264,4,08:40:00,09:00:00
264,4,09:00:00,09:20:00
264,4,09:20:00,09:40:00
264,4,09:40:00,10:00:00
264,4,10:00:00,10:20:00
264,4,10:20:00,10:40:00
264,4,10:40:00,11:00:00
264,4,11:00:00,11:20:00
264,4,11:20:00,11:40:00
264,4,11:40:00,12:00:00
264,4,12:00:00,12:20:00
264,4,12:20:00,12:40:00
264,4,12:40:00,13:00:00
264,4,13:00:00,13:20:00
264,4,13:20:00,13:40:00
264,4,13:40:00,14:00:00
264,4,14:00:00,14:20:00
264,4,14:20:00,14:40:00
264,4,14:40:00,15:00:00
264,5,08:00:00,08:20:00
264,5,08:20:00,08:40:00
264,5,08:40:00,09:00:00
264,5,09:00:00,09:20:00
264,5,09:20:00,09:40:00
264,5,09:40:00,10:00:00
264,5,10:00:00,10:20:00
264,5,10:20:00,10:40:00
264,5,10:40:00,11:00:00
264,5,11:00:00,11:20:00
264,5,11:20:00,11:40:00
264,5,11:40:00,12:00:00
264,5,12:00:00,12:20:00
264,5,12:20:00,12:40:00
264,5,12:40:00,13:00:00
264,5,13:00:00,13:20:00
264,5,13:20:00,13:40:00
264,5,13:40:00,14:00:00
264,5,14:00:00,14:20:00
264,5,14:20:00,14:40:00
264,5,14:40:00,15:00:00
264,6,08:00:00,08:20:00
264,6,08:20:00,08:40:00
264,6,08:40:00,09:00:00
264,6,09:00:00,09:20:00
264,6,09:20:00,09:40:00
264,6,09:40:00,10:00:00
264,6,10:00:00,10:20:00
264,6,10:20:00,10:40:00
264,6,10:40:00,11:00:00
264,6,11:00:00,11:20:00
264,6,11:20:00,11:40:00
264,6,11:40:00,12:00:00
264,6,12:00:00,12:20:00
264,6,12:20:00,12:40:00
264,6,12:40:00,13:00:00
264,6,13:00:00,13:20:00
264,6,13:20:00,13:40:00
264,6,13:40:00,14:00:00
264,6,14:00:00,14:20:00
264,6,14:20:00,14:40:00
264,6,14:40:00,15:00:00
263,2,19:00:00,19:15:00
263,2,19:15:00,19:30:00
263,2,19:30:00,19:45:00
263,2,19:45:00,08:00:00
263,2,08:00:00,08:15:00
263,2,08:15:00,08:30:00
263,2,08:30:00,08:45:00
263,2,08:45:00,09:00:00
263,2,09:00:00,09:15:00
263,2,09:15:00,09:30:00
263,2,09:30:00,09:45:00
263,2,09:45:00,10:00:00
263,2,10:00:00,10:15:00
263,2,10:15:00,10:30:00
263,2,10:30:00,10:45:00
263,2,10:45:00,11:00:00
263,2,11:00:00,11:15:00
263,2,11:15:00,11:30:00
263,2,11:30:00,11:45:00
263,2,11:45:00,12:00:00
263,2,12:00:00,12:15:00
263,2,12:15:00,12:30:00
263,2,12:30:00,12:45:00
263,2,12:45:00,13:00:00
263,2,13:00:00,13:15:00
263,2,13:15:00,13:30:00
263,2,13:30:00,13:45:00
263,2,13:45:00,14:00:00
263,2,14:00:00,14:15:00
263,2,14:15:00,14:30:00
263,2,14:30:00,14:45:00
263,2,15:15:00,15:30:00
263,2,15:30:00,15:45:00
263,2,15:45:00,16:00:00
263,2,16:00:00,16:15:00
263,2,16:15:00,16:30:00
263,3,08:00:00,08:15:00
263,3,08:15:00,08:30:00
263,3,08:30:00,08:45:00
263,3,08:45:00,09:00:00
263,3,09:00:00,09:15:00
263,3,09:15:00,09:30:00
263,3,09:30:00,09:45:00
263,3,09:45:00,10:00:00
263,3,10:00:00,10:15:00
263,3,10:15:00,10:30:00
263,3,10:30:00,10:45:00
263,3,10:45:00,11:00:00
263,3,11:00:00,11:15:00
263,3,11:15:00,11:30:00
263,3,11:30:00,11:45:00
263,3,11:45:00,12:00:00
263,3,12:00:00,12:15:00
263,3,12:15:00,12:30:00
263,3,12:30:00,12:45:00
263,3,12:45:00,13:00:00
263,3,13:00:00,13:15:00
263,3,13:15:00,13:30:00
263,3,13:30:00,13:45:00
263,3,13:45:00,14:00:00
263,3,14:00:00,14:15:00
263,3,14:15:00,14:30:00
263,3,14:30:00,14:45:00
263,3,14:45:00,15:00:00
263,3,15:00:00,15:15:00
263,3,15:15:00,15:30:00
263,3,15:30:00,15:45:00
263,3,15:45:00,16:00:00
263,3,16:00:00,16:15:00
263,3,16:15:00,16:30:00
263,3,16:30:00,16:45:00
263,3,16:45:00,17:00:00
263,3,17:00:00,17:15:00
263,3,17:15:00,17:30:00
263,3,17:30:00,17:45:00
263,3,17:45:00,18:00:00
263,3,18:00:00,18:15:00
263,4,19:45:00,08:00:00
263,4,08:00:00,08:15:00
263,4,08:15:00,08:30:00
263,4,08:30:00,08:45:00
263,4,08:45:00,09:00:00
263,4,09:00:00,09:15:00
263,4,09:15:00,09:30:00
263,4,09:30:00,09:45:00
263,4,09:45:00,10:00:00
263,4,10:00:00,10:15:00
263,4,10:15:00,10:30:00
263,4,10:30:00,10:45:00
263,4,10:45:00,11:00:00
263,4,11:00:00,11:15:00
263,4,11:15:00,11:30:00
263,4,11:30:00,11:45:00
263,4,11:45:00,12:00:00
263,4,12:00:00,12:15:00
263,4,12:15:00,12:30:00
263,4,12:30:00,12:45:00
263,4,12:45:00,13:00:00
263,4,13:00:00,13:15:00
263,4,13:15:00,13:30:00
263,4,13:30:00,13:45:00
263,4,13:45:00,14:00:00
263,4,14:00:00,14:15:00
263,4,14:15:00,14:30:00
263,4,15:00:00,15:15:00
263,4,15:15:00,15:30:00
263,4,15:30:00,15:45:00
263,4,15:45:00,16:00:00
263,4,16:00:00,16:15:00
263,5,08:00:00,08:15:00
263,5,08:15:00,08:30:00
263,5,08:30:00,08:45:00
263,5,08:45:00,09:00:00
263,5,09:00:00,09:15:00
263,5,09:15:00,09:30:00
263,5,09:30:00,09:45:00
263,5,09:45:00,10:00:00
263,5,10:00:00,10:15:00
263,5,10:15:00,10:30:00
263,5,10:30:00,10:45:00
263,5,10:45:00,11:00:00
263,5,11:00:00,11:15:00
263,5,11:15:00,11:30:00
263,5,11:30:00,11:45:00
263,5,11:45:00,12:00:00
263,5,12:00:00,12:15:00
263,5,12:15:00,12:30:00
263,5,12:30:00,12:45:00
263,5,12:45:00,13:00:00
263,5,13:00:00,13:15:00
263,5,13:15:00,13:30:00
263,5,13:30:00,13:45:00
263,5,13:45:00,14:00:00
263,5,14:00:00,14:15:00
263,5,14:45:00,15:00:00
263,5,15:00:00,15:15:00
263,5,15:15:00,15:30:00
263,5,15:30:00,15:45:00
263,5,15:45:00,16:00:00
263,5,16:00:00,16:15:00
263,5,16:15:00,16:30:00
263,6,08:30:00,08:45:00
263,6,08:45:00,09:00:00
263,6,09:00:00,09:15:00
263,6,09:15:00,09:30:00
263,6,09:30:00,09:45:00
263,6,09:45:00,10:00:00
263,6,10:00:00,10:15:00
263,6,10:15:00,10:30:00
253,2,08:00:00,08:20:00
253,2,08:20:00,08:40:00
253,2,08:40:00,09:00:00
253,2,09:00:00,09:20:00
253,2,09:20:00,09:40:00
253,2,09:40:00,10:00:00
253,2,10:00:00,10:20:00
253,2,10:20:00,10:40:00
253,2,10:40:00,11:00:00
253,2,11:00:00,11:20:00
253,2,11:20:00,11:40:00
253,2,11:40:00,12:00:00
253,2,12:00:00,12:20:00
253,2,12:20:00,12:40:00
253,2,12:40:00,13:00:00
253,2,13:00:00,13:20:00
253,2,13:20:00,13:40:00
253,2,13:40:00,14:00:00
253,3,08:00:00,08:20:00
253,3,08:20:00,08:40:00
253,3,08:40:00,09:00:00
253,3,09:00:00,09:20:00
253,3,09:20:00,09:40:00
253,3,09:40:00,10:00:00
253,3,10:00:00,10:20:00
253,3,10:20:00,10:40:00
253,3,10:40:00,11:00:00
253,3,11:00:00,11:20:00
253,3,11:20:00,11:40:00
253,3,11:40:00,12:00:00
253,3,12:00:00,12:20:00
253,3,12:20:00,12:40:00
253,3,12:40:00,13:00:00
253,3,13:00:00,13:20:00
253,3,13:20:00,13:40:00
253,3,13:40:00,14:00:00
252,2,08:00:00,08:20:00
252,2,08:20:00,08:40:00
252,2,08:40:00,09:00:00
252,2,09:00:00,09:20:00
252,2,09:20:00,09:40:00
252,2,09:40:00,10:00:00
252,2,10:00:00,10:20:00
252,2,10:20:00,10:40:00
252,2,10:40:00,11:00:00
252,2,11:00:00,11:20:00
252,2,11:20:00,11:40:00
252,2,11:40:00,12:00:00
252,2,12:00:00,12:20:00
252,2,12:20:00,12:40:00
252,2,12:40:00,13:00:00
252,2,13:00:00,13:20:00
252,2,13:20:00,13:40:00
252,2,13:40:00,14:00:00
252,3,08:00:00,08:20:00
252,3,08:20:00,08:40:00
252,3,08:40:00,09:00:00
252,3,09:00:00,09:20:00
252,3,09:20:00,09:40:00
252,3,09:40:00,10:00:00
252,3,10:00:00,10:20:00
252,3,10:20:00,10:40:00
252,3,10:40:00,11:00:00
252,3,11:00:00,11:20:00
252,3,11:20:00,11:40:00
252,3,11:40:00,12:00:00
252,3,12:00:00,12:20:00
252,3,12:20:00,12:40:00
252,3,12:40:00,13:00:00
252,3,13:00:00,13:20:00
252,3,13:20:00,13:40:00
252,3,13:40:00,14:00:00
248,2,09:00:00,09:15:00
248,2,09:15:00,09:30:00
248,2,09:30:00,09:45:00
248,2,09:45:00,10:00:00
248,2,10:00:00,10:15:00
248,2,10:15:00,10:30:00
248,2,10:30:00,10:45:00
248,2,10:45:00,11:00:00
248,2,11:00:00,11:15:00
248,2,11:15:00,11:30:00
248,2,11:30:00,11:45:00
248,2,11:45:00,12:00:00
248,2,12:00:00,12:15:00
248,2,12:15:00,12:30:00
248,2,12:30:00,12:45:00
248,2,12:45:00,13:00:00
248,2,13:00:00,13:15:00
248,2,13:15:00,13:30:00
248,2,13:30:00,13:45:00
248,2,13:45:00,14:00:00
248,2,14:00:00,14:15:00
248,2,14:15:00,14:30:00
248,2,14:30:00,14:45:00
248,2,14:45:00,15:00:00
248,2,15:00:00,15:15:00
248,2,15:15:00,15:30:00
248,2,15:30:00,15:45:00
248,2,15:45:00,16:00:00
248,2,16:00:00,16:15:00
248,2,16:15:00,16:30:00
248,2,16:30:00,16:45:00
248,2,16:45:00,17:00:00
248,3,11:00:00,11:15:00
248,3,11:15:00,11:30:00
248,3,11:30:00,11:45:00
248,3,11:45:00,12:00:00
248,3,12:00:00,12:15:00
248,3,12:15:00,12:30:00
248,3,12:30:00,12:45:00
248,3,12:45:00,13:00:00
248,3,13:00:00,13:15:00
248,3,13:15:00,13:30:00
248,3,13:30:00,13:45:00
248,3,13:45:00,14:00:00
248,3,14:00:00,14:15:00
248,3,14:15:00,14:30:00
248,3,14:30:00,14:45:00
248,3,14:45:00,15:00:00
248,3,15:00:00,15:15:00
248,3,15:15:00,15:30:00
248,3,15:30:00,15:45:00
248,3,15:45:00,16:00:00
248,3,16:00:00,16:15:00
248,3,16:15:00,16:30:00
248,3,16:30:00,16:45:00
248,3,16:45:00,17:00:00
248,3,17:00:00,17:15:00
248,3,17:15:00,17:30:00
248,3,17:30:00,17:45:00
248,3,17:45:00,18:00:00
248,3,18:00:00,18:15:00
248,3,18:15:00,18:30:00
248,3,18:30:00,18:45:00
248,3,18:45:00,19:00:00
248,4,09:00:00,09:15:00
248,4,09:15:00,09:30:00
248,4,09:30:00,09:45:00
248,4,09:45:00,10:00:00
248,4,10:00:00,10:15:00
248,4,10:15:00,10:30:00
248,4,10:30:00,10:45:00
248,4,10:45:00,11:00:00
248,4,11:00:00,11:15:00
248,4,11:15:00,11:30:00
248,4,11:30:00,11:45:00
248,4,11:45:00,12:00:00
248,4,12:00:00,12:15:00
248,4,12:15:00,12:30:00
248,4,12:30:00,12:45:00
248,4,12:45:00,13:00:00
248,4,13:00:00,13:15:00
248,4,13:15:00,13:30:00
248,4,13:30:00,13:45:00
248,4,13:45:00,14:00:00
248,4,14:00:00,14:15:00
248,4,14:15:00,14:30:00
248,4,14:30:00,14:45:00
248,4,14:45:00,15:00:00
248,4,15:00:00,15:15:00
248,4,15:15:00,15:30:00
248,4,15:30:00,15:45:00
248,4,15:45:00,16:00:00
248,4,16:00:00,16:15:00
248,4,16:15:00,16:30:00
248,4,16:30:00,16:45:00
248,4,16:45:00,17:00:00
248,5,09:00:00,09:15:00
248,5,09:15:00,09:30:00
248,5,09:30:00,09:45:00
248,5,09:45:00,10:00:00
248,5,10:00:00,10:15:00
248,5,10:15:00,10:30:00
248,5,10:30:00,10:45:00
248,5,10:45:00,11:00:00
248,5,11:00:00,11:15:00
248,5,11:15:00,11:30:00
248,5,11:30:00,11:45:00
248,5,11:45:00,12:00:00
248,5,12:00:00,12:15:00
248,5,12:15:00,12:30:00
248,5,12:30:00,12:45:00
248,5,12:45:00,13:00:00
248,5,13:00:00,13:15:00
248,5,13:15:00,13:30:00
248,5,13:30:00,13:45:00
248,5,13:45:00,14:00:00
248,5,14:00:00,14:15:00
248,5,14:15:00,14:30:00
248,5,14:30:00,14:45:00
248,5,14:45:00,15:00:00
248,5,15:00:00,15:15:00
248,5,15:15:00,15:30:00
248,5,15:30:00,15:45:00
248,5,15:45:00,16:00:00
248,5,16:00:00,16:15:00
248,5,16:15:00,16:30:00
248,5,16:30:00,16:45:00
248,5,16:45:00,17:00:00
248,5,17:00:00,17:15:00
248,5,17:15:00,17:30:00
248,5,17:30:00,17:45:00
248,5,17:45:00,18:00:00
248,5,18:00:00,18:15:00
248,5,18:15:00,18:30:00
248,5,18:30:00,18:45:00
248,5,18:45:00,19:00:00
248,5,20:30:00,20:45:00
248,5,20:45:00,21:00:00
248,6,10:00:00,10:15:00
248,6,10:15:00,10:30:00
248,6,10:30:00,10:45:00
248,6,10:45:00,11:00:00
248,6,11:00:00,11:15:00
248,6,11:15:00,11:30:00
248,6,11:30:00,11:45:00
248,6,11:45:00,12:00:00
248,6,12:00:00,12:15:00
248,6,12:15:00,12:30:00
248,6,12:30:00,12:45:00
248,6,12:45:00,13:00:00
248,6,13:00:00,13:15:00
248,6,13:15:00,13:30:00
248,6,13:30:00,13:45:00
248,6,13:45:00,14:00:00
247,2,08:40:00,09:00:00
247,2,09:00:00,09:20:00
247,2,09:20:00,09:40:00
247,2,09:40:00,10:00:00
247,2,10:00:00,10:20:00
247,2,10:20:00,10:40:00
247,2,10:40:00,11:00:00
247,2,11:00:00,11:20:00
247,2,11:20:00,11:40:00
247,2,11:40:00,12:00:00
247,2,12:00:00,12:20:00
247,2,12:20:00,12:40:00
247,2,12:40:00,13:00:00
247,2,13:00:00,13:20:00
247,2,13:20:00,13:40:00
247,2,13:40:00,14:00:00
247,2,14:00:00,14:20:00
247,3,09:20:00,09:40:00
247,3,09:40:00,10:00:00
247,3,10:00:00,10:20:00
247,3,10:20:00,10:40:00
247,3,10:40:00,11:00:00
247,3,11:00:00,11:20:00
247,3,11:20:00,11:40:00
247,3,11:40:00,12:00:00
247,3,12:00:00,12:20:00
247,3,12:20:00,12:40:00
247,3,12:40:00,13:00:00
247,4,08:40:00,09:00:00
247,4,09:00:00,09:20:00
247,4,09:20:00,09:40:00
247,4,09:40:00,10:00:00
247,4,10:00:00,10:20:00
247,4,10:20:00,10:40:00
247,4,10:40:00,11:00:00
247,4,11:00:00,11:20:00
247,4,11:20:00,11:40:00
247,4,11:40:00,12:00:00
247,4,12:00:00,12:20:00
247,4,12:20:00,12:40:00
247,4,12:40:00,13:00:00
247,4,13:00:00,13:20:00
247,4,13:20:00,13:40:00
247,4,13:40:00,14:00:00
247,4,14:00:00,14:20:00
247,5,12:40:00,13:00:00
247,5,13:00:00,13:20:00
247,5,13:20:00,13:40:00
247,5,13:40:00,14:00:00
247,5,14:00:00,14:20:00
247,5,14:20:00,14:40:00
247,5,14:40:00,15:00:00
247,5,15:00:00,15:20:00
247,5,15:20:00,15:40:00
247,5,15:40:00,16:00:00
247,5,16:00:00,16:20:00
247,5,16:20:00,16:40:00
247,5,16:40:00,17:00:00
247,6,14:00:00,14:20:00
247,6,14:20:00,14:40:00
247,6,14:40:00,15:00:00
247,6,15:00:00,15:20:00
247,6,15:20:00,15:40:00
247,6,15:40:00,16:00:00
